Compound Name,DiscoveRx Gene Symbol,Entrez Gene Symbol,Percent Control,Compound Concentration (nM)
SC-1-151,RPS6KA5(Kin.Dom.1-N-terminal),RPS6KA5,100,1000
SC-1-151,RPS6KA5(Kin.Dom.2-C-terminal),RPS6KA5,100,1000
SC-1-151,RSK1(Kin.Dom.1-N-terminal),RPS6KA1,100,1000
SC-1-151,RSK1(Kin.Dom.2-C-terminal),RPS6KA1,100,1000
SC-1-151,RSK2(Kin.Dom.1-N-terminal),RPS6KA3,76,1000
SC-1-151,RSK2(Kin.Dom.2-C-terminal),RPS6KA3,100,1000
SC-1-151,RSK3(Kin.Dom.1-N-terminal),RPS6KA2,100,1000
SC-1-151,RSK3(Kin.Dom.2-C-terminal),RPS6KA2,100,1000
SC-1-151,RSK4(Kin.Dom.1-N-terminal),RPS6KA6,88,1000
SC-1-151,RSK4(Kin.Dom.2-C-terminal),RPS6KA6,100,1000
SC-1-151,S6K1,RPS6KB1,73,1000
SC-1-151,SBK1,SBK1,100,1000
SC-1-151,SGK,SGK1,100,1000
SC-1-151,SgK110,SgK110,99,1000
SC-1-151,SGK2,SGK2,93,1000
SC-1-151,SGK3,SGK3,100,1000
SC-1-151,SIK,SIK1,95,1000
SC-1-151,SIK2,SIK2,100,1000
SC-1-151,SLK,SLK,87,1000
SC-1-151,SNARK,NUAK2,100,1000
SC-1-151,SNRK,SNRK,100,1000
SC-1-151,SRC,SRC,100,1000
SC-1-151,SRMS,SRMS,100,1000
SC-1-151,SRPK1,SRPK1,99,1000
SC-1-151,SRPK2,SRPK2,98,1000
SC-1-151,SRPK3,SRPK3,100,1000
SC-1-151,STK16,STK16,100,1000
SC-1-151,STK33,STK33,77,1000
SC-1-151,STK35,STK35,91,1000
SC-1-151,STK36,STK36,100,1000
SC-1-151,STK39,STK39,100,1000
SC-1-151,SYK,SYK,90,1000
SC-1-151,TAK1,MAP3K7,86,1000
SC-1-151,TAOK1,TAOK1,100,1000
SC-1-151,TAOK2,TAOK2,100,1000
SC-1-151,TAOK3,TAOK3,100,1000
SC-1-151,TBK1,TBK1,95,1000
SC-1-151,TEC,TEC,100,1000
SC-1-151,TESK1,TESK1,100,1000
SC-1-151,TGFBR1,TGFBR1,99,1000
SC-1-151,TGFBR2,TGFBR2,100,1000
SC-1-151,TIE1,TIE1,100,1000
SC-1-151,TIE2,TEK,99,1000
SC-1-151,TLK1,TLK1,100,1000
SC-1-151,TLK2,TLK2,100,1000
SC-1-151,TNIK,TNIK,100,1000
SC-1-151,TNK1,TNK1,82,1000
SC-1-151,TNK2,TNK2,100,1000
SC-1-151,TNNI3K,TNNI3K,73,1000
SC-1-151,TRKA,NTRK1,78,1000
SC-1-151,TRKB,NTRK2,68,1000
SC-1-151,TRKC,NTRK3,64,1000
SC-1-151,TRPM6,TRPM6,71,1000
SC-1-151,TSSK1B,TSSK1B,93,1000
SC-1-151,TSSK3,TSSK3,100,1000
SC-1-151,TTK,TTK,100,1000
SC-1-151,TXK,TXK,100,1000
SC-1-151,TYK2(JH1domain-catalytic),TYK2,100,1000
SC-1-151,TYK2(JH2domain-pseudokinase),TYK2,100,1000
SC-1-151,TYRO3,TYRO3,100,1000
SC-1-151,ULK1,ULK1,100,1000
SC-1-151,ULK2,ULK2,90,1000
SC-1-151,ULK3,ULK3,95,1000
SC-1-151,VEGFR2,KDR,100,1000
SC-1-151,VPS34,PIK3C3,94,1000
SC-1-151,VRK2,VRK2,67,1000
SC-1-151,WEE1,WEE1,96,1000
SC-1-151,WEE2,WEE2,100,1000
SC-1-151,WNK1,WNK1,100,1000
SC-1-151,WNK2,WNK2,64,1000
SC-1-151,WNK3,WNK3,100,1000
SC-1-151,WNK4,WNK4,88,1000
SC-1-151,YANK1,STK32A,100,1000
SC-1-151,YANK2,STK32B,100,1000
SC-1-151,YANK3,STK32C,100,1000
SC-1-151,YES,YES1,100,1000
SC-1-151,YSK1,STK25,78,1000
SC-1-151,YSK4,MAP3K19,100,1000
SC-1-151,ZAK,ZAK,100,1000
SC-1-151,ZAP70,ZAP70,100,1000
SC-1-181,AAK1,AAK1,92,1000
SC-1-181,ABL1(E255K)-phosphorylated,ABL1,100,1000
SC-1-181,ABL1(F317I)-nonphosphorylated,ABL1,67,1000
SC-1-181,ABL1(F317I)-phosphorylated,ABL1,84,1000
SC-1-181,ABL1(F317L)-nonphosphorylated,ABL1,67,1000
SC-1-181,ABL1(F317L)-phosphorylated,ABL1,72,1000
SC-1-181,ABL1(H396P)-nonphosphorylated,ABL1,88,1000
SC-1-181,ABL1(H396P)-phosphorylated,ABL1,71,1000
SC-1-181,ABL1(M351T)-phosphorylated,ABL1,66,1000
SC-1-181,ABL1(Q252H)-nonphosphorylated,ABL1,43,1000
SC-1-181,ABL1(Q252H)-phosphorylated,ABL1,85,1000
SC-1-181,ABL1(T315I)-nonphosphorylated,ABL1,75,1000
SC-1-181,ABL1(T315I)-phosphorylated,ABL1,71,1000
SC-1-181,ABL1(Y253F)-phosphorylated,ABL1,96,1000
SC-1-181,ABL1-nonphosphorylated,ABL1,72,1000
SC-1-181,ABL1-phosphorylated,ABL1,84,1000
SC-1-181,ABL2,ABL2,100,1000
SC-1-181,ACVR1,ACVR1,96,1000
SC-1-181,ACVR1B,ACVR1B,88,1000
SC-1-181,ACVR2A,ACVR2A,100,1000
SC-1-181,ACVR2B,ACVR2B,100,1000
SC-1-181,ACVRL1,ACVRL1,100,1000
SC-1-181,ADCK3,CABC1,100,1000
SC-1-181,ADCK4,ADCK4,100,1000
SC-1-181,AKT1,AKT1,100,1000
SC-1-181,AKT2,AKT2,100,1000
SC-1-181,AKT3,AKT3,100,1000
SC-1-181,ALK,ALK,62,1000
SC-1-181,ALK(C1156Y),ALK,84,1000
SC-1-181,ALK(L1196M),ALK,100,1000
SC-1-181,AMPK-alpha1,PRKAA1,100,1000
SC-1-181,AMPK-alpha2,PRKAA2,0,1000
SC-1-181,ANKK1,ANKK1,100,1000
SC-1-181,ARK5,NUAK1,94,1000
SC-1-181,ASK1,MAP3K5,100,1000
SC-1-181,ASK2,MAP3K6,72,1000
SC-1-181,AURKA,AURKA,69,1000
SC-1-181,AURKB,AURKB,80,1000
SC-1-181,AURKC,AURKC,100,1000
SC-1-181,AXL,AXL,86,1000
SC-1-181,BIKE,BMP2K,100,1000
SC-1-181,BLK,BLK,100,1000
SC-1-181,BMPR1A,BMPR1A,82,1000
SC-1-181,BMPR1B,BMPR1B,94,1000
SC-1-181,BMPR2,BMPR2,100,1000
SC-1-181,BMX,BMX,100,1000
SC-1-181,BRAF,BRAF,100,1000
SC-1-181,BRAF(V600E),BRAF,100,1000
SC-1-181,BRK,PTK6,71,1000
SC-1-181,BRSK1,BRSK1,100,1000
SC-1-181,BRSK2,BRSK2,97,1000
SC-1-181,BTK,BTK,86,1000
SC-1-181,BUB1,BUB1,70,1000
SC-1-181,CAMK1,CAMK1,83,1000
SC-1-181,CAMK1B,PNCK,100,1000
SC-1-181,CAMK1D,CAMK1D,88,1000
SC-1-181,CAMK1G,CAMK1G,100,1000
SC-1-181,CAMK2A,CAMK2A,79,1000
SC-1-181,CAMK2B,CAMK2B,100,1000
SC-1-181,CAMK2D,CAMK2D,100,1000
SC-1-181,CAMK2G,CAMK2G,100,1000
SC-1-181,CAMK4,CAMK4,100,1000
SC-1-181,CAMKK1,CAMKK1,100,1000
SC-1-181,CAMKK2,CAMKK2,100,1000
SC-1-181,CASK,CASK,87,1000
SC-1-181,CDC2L1,CDK11B,99,1000
SC-1-181,CDC2L2,CDC2L2,100,1000
SC-1-181,CDC2L5,CDK13,100,1000
SC-1-181,CDK11,CDK19,90,1000
SC-1-181,CDK2,CDK2,100,1000
SC-1-181,CDK3,CDK3,93,1000
SC-1-181,CDK4,CDK4,60,1000
SC-1-181,CDK4-cyclinD1,CDK4,44,1000
SC-1-181,CDK4-cyclinD3,CDK4,100,1000
SC-1-181,CDK5,CDK5,100,1000
SC-1-181,CDK7,CDK7,84,1000
SC-1-181,CDK8,CDK8,100,1000
SC-1-181,CDK9,CDK9,100,1000
SC-1-181,CDKL1,CDKL1,93,1000
SC-1-181,CDKL2,CDKL2,100,1000
SC-1-181,CDKL3,CDKL3,90,1000
SC-1-181,CDKL5,CDKL5,82,1000
SC-1-181,CHEK1,CHEK1,97,1000
SC-1-181,CHEK2,CHEK2,100,1000
SC-1-181,CIT,CIT,100,1000
SC-1-181,CLK1,CLK1,89,1000
SC-1-181,CLK2,CLK2,100,1000
SC-1-181,CLK3,CLK3,100,1000
SC-1-181,CLK4,CLK4,82,1000
SC-1-181,CSF1R,CSF1R,93,1000
SC-1-181,CSF1R-autoinhibited,CSF1R,100,1000
SC-1-181,CSK,CSK,64,1000
SC-1-181,CSNK1A1,CSNK1A1,100,1000
SC-1-181,CSNK1A1L,CSNK1A1L,100,1000
SC-1-181,CSNK1D,CSNK1D,100,1000
SC-1-181,CSNK1E,CSNK1E,100,1000
SC-1-181,CSNK1G1,CSNK1G1,100,1000
SC-1-181,CSNK1G2,CSNK1G2,100,1000
SC-1-181,CSNK1G3,CSNK1G3,93,1000
SC-1-181,CSNK2A1,CSNK2A1,81,1000
SC-1-181,CSNK2A2,CSNK2A2,80,1000
SC-1-181,CTK,MATK,82,1000
SC-1-181,DAPK1,DAPK1,88,1000
SC-1-181,DAPK2,DAPK2,100,1000
SC-1-181,DAPK3,DAPK3,100,1000
SC-1-181,DCAMKL1,DCLK1,93,1000
SC-1-181,DCAMKL2,DCLK2,100,1000
SC-1-181,DCAMKL3,DCLK3,100,1000
SC-1-181,DDR1,DDR1,100,1000
SC-1-181,DDR2,DDR2,93,1000
SC-1-181,DLK,MAP3K12,100,1000
SC-1-181,DMPK,DMPK,100,1000
SC-1-181,DMPK2,CDC42BPG,100,1000
SC-1-181,DRAK1,STK17A,100,1000
SC-1-181,DRAK2,STK17B,100,1000
SC-1-181,DYRK1A,DYRK1A,93,1000
SC-1-181,DYRK1B,DYRK1B,100,1000
SC-1-181,DYRK2,DYRK2,93,1000
SC-1-181,EGFR,EGFR,97,1000
SC-1-181,EGFR(E746-A750del),EGFR,100,1000
SC-1-181,EGFR(G719C),EGFR,100,1000
SC-1-181,EGFR(G719S),EGFR,100,1000
SC-1-181,"EGFR(L747-E749del, A750P)",EGFR,93,1000
SC-1-181,"EGFR(L747-S752del, P753S)",EGFR,100,1000
SC-1-181,"EGFR(L747-T751del,Sins)",EGFR,100,1000
SC-1-181,EGFR(L858R),EGFR,95,1000
SC-1-181,"EGFR(L858R,T790M)",EGFR,81,1000
SC-1-181,EGFR(L861Q),EGFR,100,1000
SC-1-181,EGFR(S752-I759del),EGFR,100,1000
SC-1-181,EGFR(T790M),EGFR,73,1000
SC-1-181,EIF2AK1,EIF2AK1,82,1000
SC-1-181,EPHA1,EPHA1,59,1000
SC-1-181,EPHA2,EPHA2,89,1000
SC-1-181,EPHA3,EPHA3,99,1000
SC-1-181,EPHA4,EPHA4,100,1000
SC-1-181,EPHA5,EPHA5,96,1000
SC-1-181,EPHA6,EPHA6,91,1000
SC-1-181,EPHA7,EPHA7,100,1000
SC-1-181,EPHA8,EPHA8,100,1000
SC-1-181,EPHB1,EPHB1,95,1000
SC-1-181,EPHB2,EPHB2,100,1000
SC-1-181,EPHB3,EPHB3,100,1000
SC-1-181,EPHB4,EPHB4,96,1000
SC-1-181,EPHB6,EPHB6,89,1000
SC-1-181,ERBB2,ERBB2,100,1000
SC-1-181,ERBB3,ERBB3,76,1000
SC-1-181,ERBB4,ERBB4,100,1000
SC-1-181,ERK1,MAPK3,100,1000
SC-1-181,ERK2,MAPK1,100,1000
SC-1-181,ERK3,MAPK6,100,1000
SC-1-181,ERK4,MAPK4,100,1000
SC-1-181,ERK5,MAPK7,100,1000
SC-1-181,ERK8,MAPK15,78,1000
SC-1-181,ERN1,ERN1,81,1000
SC-1-181,FAK,PTK2,100,1000
SC-1-181,FER,FER,97,1000
SC-1-181,FES,FES,90,1000
SC-1-181,FGFR1,FGFR1,98,1000
SC-1-181,FGFR2,FGFR2,100,1000
SC-1-181,FGFR3,FGFR3,100,1000
SC-1-181,FGFR3(G697C),FGFR3,63,1000
SC-1-181,FGFR4,FGFR4,94,1000
SC-1-181,FGR,FGR,63,1000
SC-1-181,FLT1,FLT1,100,1000
SC-1-181,FLT3,FLT3,87,1000
SC-1-181,FLT3(D835H),FLT3,100,1000
SC-1-181,FLT3(D835V),FLT3,100,1000
SC-1-181,FLT3(D835Y),FLT3,100,1000
SC-1-181,FLT3(ITD),FLT3,100,1000
SC-1-181,"FLT3(ITD,D835V)",FLT3,53,1000
SC-1-181,"FLT3(ITD,F691L)",FLT3,100,1000
SC-1-181,FLT3(K663Q),FLT3,100,1000
SC-1-181,FLT3(N841I),FLT3,100,1000
SC-1-181,FLT3(R834Q),FLT3,100,1000
SC-1-181,FLT3-autoinhibited,FLT3,100,1000
SC-1-181,FLT4,FLT4,100,1000
SC-1-181,FRK,FRK,88,1000
SC-1-181,FYN,FYN,100,1000
SC-1-181,GAK,GAK,100,1000
SC-1-181,"GCN2(Kin.Dom.2,S808G)",EIF2AK4,87,1000
SC-1-181,GRK1,GRK1,75,1000
SC-1-181,GRK2,ADRBK1,100,1000
SC-1-181,GRK3,ADRBK2,100,1000
SC-1-181,GRK4,GRK4,100,1000
SC-1-181,GRK7,GRK7,93,1000
SC-1-181,GSK3A,GSK3A,100,1000
SC-1-181,GSK3B,GSK3B,84,1000
SC-1-181,HASPIN,GSG2,100,1000
SC-1-181,HCK,HCK,79,1000
SC-1-181,HIPK1,HIPK1,96,1000
SC-1-181,HIPK2,HIPK2,100,1000
SC-1-181,HIPK3,HIPK3,86,1000
SC-1-181,HIPK4,HIPK4,58,1000
SC-1-181,HPK1,MAP4K1,100,1000
SC-1-181,HUNK,HUNK,100,1000
SC-1-181,ICK,ICK,73,1000
SC-1-181,IGF1R,IGF1R,100,1000
SC-1-181,IKK-alpha,CHUK,100,1000
SC-1-181,IKK-beta,IKBKB,100,1000
SC-1-181,IKK-epsilon,IKBKE,91,1000
SC-1-181,INSR,INSR,78,1000
SC-1-181,INSRR,INSRR,100,1000
SC-1-181,IRAK1,IRAK1,100,1000
SC-1-181,IRAK3,IRAK3,100,1000
SC-1-181,IRAK4,IRAK4,100,1000
SC-1-181,ITK,ITK,100,1000
SC-1-181,JAK1(JH1domain-catalytic),JAK1,100,1000
SC-1-181,JAK1(JH2domain-pseudokinase),JAK1,73,1000
SC-1-181,JAK2(JH1domain-catalytic),JAK2,69,1000
SC-1-181,JAK3(JH1domain-catalytic),JAK3,41,1000
SC-1-181,JNK1,MAPK8,58,1000
SC-1-181,JNK2,MAPK9,74,1000
SC-1-181,JNK3,MAPK10,62,1000
SC-1-181,KIT,KIT,100,1000
SC-1-181,KIT(A829P),KIT,100,1000
SC-1-181,KIT(D816H),KIT,100,1000
SC-1-181,KIT(D816V),KIT,71,1000
SC-1-181,KIT(L576P),KIT,96,1000
SC-1-181,KIT(V559D),KIT,100,1000
SC-1-181,"KIT(V559D,T670I)",KIT,90,1000
SC-1-181,"KIT(V559D,V654A)",KIT,100,1000
SC-1-181,KIT-autoinhibited,KIT,81,1000
SC-1-181,LATS1,LATS1,100,1000
SC-1-181,LATS2,LATS2,93,1000
SC-1-181,LCK,LCK,94,1000
SC-1-181,LIMK1,LIMK1,78,1000
SC-1-181,LIMK2,LIMK2,100,1000
SC-1-181,LKB1,STK11,100,1000
SC-1-181,LOK,STK10,100,1000
SC-1-181,LRRK2,LRRK2,100,1000
SC-1-181,LRRK2(G2019S),LRRK2,90,1000
SC-1-181,LTK,LTK,100,1000
SC-1-181,LYN,LYN,98,1000
SC-1-181,LZK,MAP3K13,85,1000
SC-1-181,MAK,MAK,100,1000
SC-1-181,MAP3K1,MAP3K1,70,1000
SC-1-181,MAP3K15,MAP3K15,100,1000
SC-1-181,MAP3K2,MAP3K2,83,1000
SC-1-181,MAP3K3,MAP3K3,58,1000
SC-1-181,MAP3K4,MAP3K4,70,1000
SC-1-181,MAP4K2,MAP4K2,86,1000
SC-1-181,MAP4K3,MAP4K3,96,1000
SC-1-181,MAP4K4,MAP4K4,100,1000
SC-1-181,MAP4K5,MAP4K5,98,1000
SC-1-181,MAPKAPK2,MAPKAPK2,100,1000
SC-1-181,MAPKAPK5,MAPKAPK5,87,1000
SC-1-181,MARK1,MARK1,95,1000
SC-1-181,MARK2,MARK2,98,1000
SC-1-181,MARK3,MARK3,100,1000
SC-1-181,MARK4,MARK4,100,1000
SC-1-181,MAST1,MAST1,100,1000
SC-1-181,MEK1,MAP2K1,100,1000
SC-1-181,MEK2,MAP2K2,82,1000
SC-1-181,MEK3,MAP2K3,77,1000
SC-1-181,MEK4,MAP2K4,79,1000
SC-1-181,MEK5,MAP2K5,80,1000
SC-1-181,MEK6,MAP2K6,72,1000
SC-1-181,MELK,MELK,100,1000
SC-1-181,MERTK,MERTK,100,1000
SC-1-181,MET,MET,100,1000
SC-1-181,MET(M1250T),MET,100,1000
SC-1-181,MET(Y1235D),MET,83,1000
SC-1-181,MINK,MINK1,91,1000
SC-1-181,MKK7,MAP2K7,100,1000
SC-1-181,MKNK1,MKNK1,100,1000
SC-1-181,MKNK2,MKNK2,61,1000
SC-1-181,MLCK,MYLK3,100,1000
SC-1-181,MLK1,MAP3K9,99,1000
SC-1-181,MLK2,MAP3K10,85,1000
SC-1-181,MLK3,MAP3K11,95,1000
SC-1-181,MRCKA,CDC42BPA,100,1000
SC-1-181,MRCKB,CDC42BPB,73,1000
SC-1-181,MST1,STK4,100,1000
SC-1-181,MST1R,MST1R,100,1000
SC-1-181,MST2,STK3,94,1000
SC-1-181,MST3,STK24,98,1000
SC-1-181,MST4,MST4,63,1000
SC-1-181,MTOR,MTOR,100,1000
SC-1-181,MUSK,MUSK,100,1000
SC-1-181,MYLK,MYLK,77,1000
SC-1-181,MYLK2,MYLK2,100,1000
SC-1-181,MYLK4,MYLK4,88,1000
SC-1-181,MYO3A,MYO3A,100,1000
SC-1-181,MYO3B,MYO3B,100,1000
SC-1-181,NDR1,STK38,83,1000
SC-1-181,NDR2,STK38L,97,1000
SC-1-181,NEK1,NEK1,94,1000
SC-1-181,NEK10,NEK10,86,1000
SC-1-181,NEK11,NEK11,98,1000
SC-1-181,NEK2,NEK2,100,1000
SC-1-181,NEK3,NEK3,75,1000
SC-1-181,NEK4,NEK4,94,1000
SC-1-181,NEK5,NEK5,100,1000
SC-1-181,NEK6,NEK6,100,1000
SC-1-181,NEK7,NEK7,100,1000
SC-1-181,NEK9,NEK9,96,1000
SC-1-181,NIK,MAP3K14,78,1000
SC-1-181,NIM1,MGC42105,97,1000
SC-1-181,NLK,NLK,98,1000
SC-1-181,OSR1,OXSR1,79,1000
SC-1-181,p38-alpha,MAPK14,84,1000
SC-1-181,p38-beta,MAPK11,93,1000
SC-1-181,p38-delta,MAPK13,100,1000
SC-1-181,p38-gamma,MAPK12,70,1000
SC-1-181,PAK1,PAK1,100,1000
SC-1-181,PAK2,PAK2,85,1000
SC-1-181,PAK3,PAK3,100,1000
SC-1-181,PAK4,PAK4,100,1000
SC-1-181,PAK6,PAK6,62,1000
SC-1-181,PAK7,PAK7,100,1000
SC-1-181,PCTK1,CDK16,69,1000
SC-1-181,PCTK2,CDK17,100,1000
SC-1-181,PCTK3,CDK18,100,1000
SC-1-181,PDGFRA,PDGFRA,78,1000
SC-1-181,PDGFRB,PDGFRB,100,1000
SC-1-181,PDPK1,PDPK1,100,1000
SC-1-181,PFCDPK1(P.falciparum),CDPK1,84,1000
SC-1-181,PFPK5(P.falciparum),MAL13P1.279,100,1000
SC-1-181,PFTAIRE2,CDK15,100,1000
SC-1-181,PFTK1,CDK14,100,1000
SC-1-181,PHKG1,PHKG1,100,1000
SC-1-181,PHKG2,PHKG2,100,1000
SC-1-181,PIK3C2B,PIK3C2B,100,1000
SC-1-181,PIK3C2G,PIK3C2G,90,1000
SC-1-181,PIK3CA,PIK3CA,63,1000
SC-1-181,PIK3CA(C420R),PIK3CA,96,1000
SC-1-181,PIK3CA(E542K),PIK3CA,69,1000
SC-1-181,PIK3CA(E545A),PIK3CA,86,1000
SC-1-181,PIK3CA(E545K),PIK3CA,63,1000
SC-1-181,PIK3CA(H1047L),PIK3CA,100,1000
SC-1-181,PIK3CA(H1047Y),PIK3CA,100,1000
SC-1-181,PIK3CA(I800L),PIK3CA,61,1000
SC-1-181,PIK3CA(M1043I),PIK3CA,100,1000
SC-1-181,PIK3CA(Q546K),PIK3CA,81,1000
SC-1-181,PIK3CB,PIK3CB,100,1000
SC-1-181,PIK3CD,PIK3CD,46,1000
SC-1-181,PIK3CG,PIK3CG,70,1000
SC-1-181,PIK4CB,PI4KB,84,1000
SC-1-181,PIKFYVE,PIKFYVE,100,1000
SC-1-181,PIM1,PIM1,100,1000
SC-1-181,PIM2,PIM2,100,1000
SC-1-181,PIM3,PIM3,82,1000
SC-1-181,PIP5K1A,PIP5K1A,100,1000
SC-1-181,PIP5K1C,PIP5K1C,100,1000
SC-1-181,PIP5K2B,PIP4K2B,100,1000
SC-1-181,PIP5K2C,PIP4K2C,100,1000
SC-1-181,PKAC-alpha,PRKACA,100,1000
SC-1-181,PKAC-beta,PRKACB,100,1000
SC-1-181,PKMYT1,PKMYT1,77,1000
SC-1-181,PKN1,PKN1,95,1000
SC-1-181,PKN2,PKN2,100,1000
SC-1-181,PKNB(M.tuberculosis),pknB,85,1000
SC-1-181,PLK1,PLK1,100,1000
SC-1-181,PLK2,PLK2,88,1000
SC-1-181,PLK3,PLK3,89,1000
SC-1-181,PLK4,PLK4,76,1000
SC-1-181,PRKCD,PRKCD,92,1000
SC-1-181,PRKCE,PRKCE,100,1000
SC-1-181,PRKCH,PRKCH,86,1000
SC-1-181,PRKCI,PRKCI,62,1000
SC-1-181,PRKCQ,PRKCQ,7.2,1000
SC-1-181,PRKD1,PRKD1,100,1000
SC-1-181,PRKD2,PRKD2,81,1000
SC-1-181,PRKD3,PRKD3,100,1000
SC-1-181,PRKG1,PRKG1,82,1000
SC-1-181,PRKG2,PRKG2,82,1000
SC-1-181,PRKR,EIF2AK2,91,1000
SC-1-181,PRKX,PRKX,100,1000
SC-1-181,PRP4,PRPF4B,100,1000
SC-1-181,PYK2,PTK2B,100,1000
SC-1-181,QSK,KIAA0999,72,1000
SC-1-181,RAF1,RAF1,100,1000
SC-1-181,RET,RET,98,1000
SC-1-181,RET(M918T),RET,100,1000
SC-1-181,RET(V804L),RET,100,1000
SC-1-181,RET(V804M),RET,100,1000
SC-1-181,RIOK1,RIOK1,100,1000
SC-1-181,RIOK2,RIOK2,80,1000
SC-1-181,RIOK3,RIOK3,100,1000
SC-1-181,RIPK1,RIPK1,100,1000
SC-1-181,RIPK2,RIPK2,91,1000
SC-1-181,RIPK4,RIPK4,77,1000
SC-1-181,RIPK5,DSTYK,95,1000
SC-1-181,ROCK1,ROCK1,100,1000
SC-1-181,ROCK2,ROCK2,97,1000
SC-1-181,ROS1,ROS1,100,1000
SC-1-181,RPS6KA4(Kin.Dom.1-N-terminal),RPS6KA4,100,1000
SC-1-181,RPS6KA4(Kin.Dom.2-C-terminal),RPS6KA4,100,1000
SC-1-181,RPS6KA5(Kin.Dom.1-N-terminal),RPS6KA5,84,1000
SC-1-181,RPS6KA5(Kin.Dom.2-C-terminal),RPS6KA5,100,1000
SC-1-181,RSK1(Kin.Dom.1-N-terminal),RPS6KA1,95,1000
SC-1-181,RSK1(Kin.Dom.2-C-terminal),RPS6KA1,100,1000
SC-1-181,RSK2(Kin.Dom.1-N-terminal),RPS6KA3,87,1000
SC-1-181,RSK2(Kin.Dom.2-C-terminal),RPS6KA3,100,1000
SC-1-181,RSK3(Kin.Dom.1-N-terminal),RPS6KA2,100,1000
SC-1-181,RSK3(Kin.Dom.2-C-terminal),RPS6KA2,100,1000
SC-1-181,RSK4(Kin.Dom.1-N-terminal),RPS6KA6,84,1000
SC-1-181,RSK4(Kin.Dom.2-C-terminal),RPS6KA6,100,1000
SC-1-181,S6K1,RPS6KB1,100,1000
SC-1-181,SBK1,SBK1,70,1000
SC-1-181,SGK,SGK1,100,1000
SC-1-181,SgK110,SgK110,100,1000
SC-1-181,SGK2,SGK2,84,1000
SC-1-181,SGK3,SGK3,83,1000
SC-1-181,SIK,SIK1,100,1000
SC-1-181,SIK2,SIK2,89,1000
SC-1-181,SLK,SLK,96,1000
SC-1-181,SNARK,NUAK2,99,1000
SC-1-181,SNRK,SNRK,81,1000
SC-1-181,SRC,SRC,100,1000
SC-1-181,SRMS,SRMS,64,1000
SC-1-181,SRPK1,SRPK1,100,1000
SC-1-181,SRPK2,SRPK2,100,1000
SC-1-181,SRPK3,SRPK3,100,1000
SC-1-181,STK16,STK16,100,1000
SC-1-181,STK33,STK33,100,1000
SC-1-181,STK35,STK35,80,1000
SC-1-181,STK36,STK36,100,1000
SC-1-181,STK39,STK39,100,1000
SC-1-181,SYK,SYK,100,1000
SC-1-181,TAK1,MAP3K7,81,1000
SC-1-181,TAOK1,TAOK1,78,1000
SC-1-181,TAOK2,TAOK2,60,1000
SC-1-181,TAOK3,TAOK3,82,1000
SC-1-181,TBK1,TBK1,76,1000
SC-1-181,TEC,TEC,96,1000
SC-1-181,TESK1,TESK1,61,1000
SC-1-181,TGFBR1,TGFBR1,100,1000
SC-1-181,TGFBR2,TGFBR2,100,1000
SC-1-181,TIE1,TIE1,100,1000
SC-1-181,TIE2,TEK,100,1000
SC-1-181,TLK1,TLK1,72,1000
SC-1-181,TLK2,TLK2,92,1000
SC-1-181,TNIK,TNIK,100,1000
SC-1-181,TNK1,TNK1,100,1000
SC-1-181,TNK2,TNK2,100,1000
SC-1-181,TNNI3K,TNNI3K,72,1000
SC-1-181,TRKA,NTRK1,91,1000
SC-1-181,TRKB,NTRK2,100,1000
SC-1-181,TRKC,NTRK3,100,1000
SC-1-181,TRPM6,TRPM6,87,1000
SC-1-181,TSSK1B,TSSK1B,100,1000
SC-1-181,TSSK3,TSSK3,97,1000
SC-1-181,TTK,TTK,83,1000
SC-1-181,TXK,TXK,98,1000
SC-1-181,TYK2(JH1domain-catalytic),TYK2,100,1000
SC-1-181,TYK2(JH2domain-pseudokinase),TYK2,100,1000
SC-1-181,TYRO3,TYRO3,100,1000
SC-1-181,ULK1,ULK1,73,1000
SC-1-181,ULK2,ULK2,100,1000
SC-1-181,ULK3,ULK3,71,1000
SC-1-181,VEGFR2,KDR,87,1000
SC-1-181,VPS34,PIK3C3,100,1000
SC-1-181,VRK2,VRK2,100,1000
SC-1-181,WEE1,WEE1,100,1000
SC-1-181,WEE2,WEE2,100,1000
SC-1-181,WNK1,WNK1,100,1000
SC-1-181,WNK2,WNK2,100,1000
SC-1-181,WNK3,WNK3,100,1000
SC-1-181,WNK4,WNK4,95,1000
SC-1-181,YANK1,STK32A,95,1000
SC-1-181,YANK2,STK32B,99,1000
SC-1-181,YANK3,STK32C,100,1000
SC-1-181,YES,YES1,72,1000
SC-1-181,YSK1,STK25,100,1000
SC-1-181,YSK4,MAP3K19,100,1000
SC-1-181,ZAK,ZAK,51,1000
SC-1-181,ZAP70,ZAP70,100,1000
SC-1-72A,AAK1,AAK1,94,1000
SC-1-72A,ABL1(E255K)-phosphorylated,ABL1,100,1000
SC-1-72A,ABL1(F317I)-nonphosphorylated,ABL1,29,1000
SC-1-72A,ABL1(F317I)-phosphorylated,ABL1,89,1000
SC-1-72A,ABL1(F317L)-nonphosphorylated,ABL1,36,1000
SC-1-72A,ABL1(F317L)-phosphorylated,ABL1,80,1000
SC-1-72A,ABL1(H396P)-nonphosphorylated,ABL1,79,1000
SC-1-72A,ABL1(H396P)-phosphorylated,ABL1,76,1000
SC-1-72A,ABL1(M351T)-phosphorylated,ABL1,84,1000
