Compound Name,DiscoveRx Gene Symbol,Entrez Gene Symbol,Percent Control,Compound Concentration (nM)
AKI00000022a,MYO3A,MYO3A,100,1000
AKI00000022a,MYO3B,MYO3B,100,1000
AKI00000022a,NDR1,STK38,70,1000
AKI00000022a,NDR2,STK38L,100,1000
AKI00000022a,NEK1,NEK1,100,1000
AKI00000022a,NEK10,NEK10,69,1000
AKI00000022a,NEK11,NEK11,71,1000
AKI00000022a,NEK2,NEK2,95,1000
AKI00000022a,NEK3,NEK3,63,1000
AKI00000022a,NEK4,NEK4,98,1000
AKI00000022a,NEK5,NEK5,99,1000
AKI00000022a,NEK6,NEK6,88,1000
AKI00000022a,NEK7,NEK7,100,1000
AKI00000022a,NEK9,NEK9,100,1000
AKI00000022a,NIK,MAP3K14,100,1000
AKI00000022a,NIM1,MGC42105,81,1000
AKI00000022a,NLK,NLK,100,1000
AKI00000022a,OSR1,OXSR1,93,1000
AKI00000022a,p38-alpha,MAPK14,93,1000
AKI00000022a,p38-beta,MAPK11,100,1000
AKI00000022a,p38-delta,MAPK13,88,1000
AKI00000022a,p38-gamma,MAPK12,97,1000
AKI00000022a,PAK1,PAK1,83,1000
AKI00000022a,PAK2,PAK2,80,1000
AKI00000022a,PAK3,PAK3,75,1000
AKI00000022a,PAK4,PAK4,100,1000
AKI00000022a,PAK6,PAK6,100,1000
AKI00000022a,PAK7,PAK7,91,1000
AKI00000022a,PCTK1,CDK16,100,1000
AKI00000022a,PCTK2,CDK17,100,1000
AKI00000022a,PCTK3,CDK18,0,1000
AKI00000022a,PDGFRA,PDGFRA,97,1000
AKI00000022a,PDGFRB,PDGFRB,100,1000
AKI00000022a,PDPK1,PDPK1,100,1000
AKI00000022a,PFCDPK1(P.falciparum),CDPK1,71,1000
AKI00000022a,PFPK5(P.falciparum),MAL13P1.279,79,1000
AKI00000022a,PFTAIRE2,CDK15,100,1000
AKI00000022a,PFTK1,CDK14,100,1000
AKI00000022a,PHKG1,PHKG1,100,1000
AKI00000022a,PHKG2,PHKG2,100,1000
AKI00000022a,PIK3C2B,PIK3C2B,95,1000
AKI00000022a,PIK3C2G,PIK3C2G,77,1000
AKI00000022a,PIK3CA,PIK3CA,100,1000
AKI00000022a,PIK3CA(C420R),PIK3CA,88,1000
AKI00000022a,PIK3CA(E542K),PIK3CA,82,1000
AKI00000022a,PIK3CA(E545A),PIK3CA,88,1000
AKI00000022a,PIK3CA(E545K),PIK3CA,68,1000
AKI00000022a,PIK3CA(H1047L),PIK3CA,100,1000
AKI00000022a,PIK3CA(H1047Y),PIK3CA,60,1000
AKI00000022a,PIK3CA(I800L),PIK3CA,41,1000
AKI00000022a,PIK3CA(M1043I),PIK3CA,98,1000
AKI00000022a,PIK3CA(Q546K),PIK3CA,100,1000
AKI00000022a,PIK3CB,PIK3CB,100,1000
AKI00000022a,PIK3CD,PIK3CD,100,1000
AKI00000022a,PIK3CG,PIK3CG,100,1000
AKI00000022a,PIK4CB,PI4KB,81,1000
AKI00000022a,PIKFYVE,PIKFYVE,100,1000
AKI00000022a,PIM1,PIM1,66,1000
AKI00000022a,PIM2,PIM2,75,1000
AKI00000022a,PIM3,PIM3,65,1000
AKI00000022a,PIP5K1A,PIP5K1A,100,1000
AKI00000022a,PIP5K1C,PIP5K1C,82,1000
AKI00000022a,PIP5K2B,PIP4K2B,72,1000
AKI00000022a,PIP5K2C,PIP4K2C,89,1000
AKI00000022a,PKAC-alpha,PRKACA,20,1000
AKI00000022a,PKAC-beta,PRKACB,22,1000
AKI00000022a,PKMYT1,PKMYT1,100,1000
AKI00000022a,PKN1,PKN1,54,1000
AKI00000022a,PKN2,PKN2,58,1000
AKI00000022a,PKNB(M.tuberculosis),pknB,100,1000
AKI00000022a,PLK1,PLK1,78,1000
AKI00000022a,PLK2,PLK2,97,1000
AKI00000022a,PLK3,PLK3,80,1000
AKI00000022a,PLK4,PLK4,100,1000
AKI00000022a,PRKCD,PRKCD,75,1000
AKI00000022a,PRKCE,PRKCE,1,1000
AKI00000022a,PRKCH,PRKCH,34,1000
AKI00000022a,PRKCI,PRKCI,100,1000
AKI00000022a,PRKCQ,PRKCQ,100,1000
AKI00000022a,PRKD1,PRKD1,100,1000
AKI00000022a,PRKD2,PRKD2,100,1000
AKI00000022a,PRKD3,PRKD3,100,1000
AKI00000022a,PRKG1,PRKG1,46,1000
AKI00000022a,PRKG2,PRKG2,1.9,1000
AKI00000022a,PRKR,EIF2AK2,100,1000
AKI00000022a,PRKX,PRKX,0,1000
AKI00000022a,PRP4,PRPF4B,100,1000
AKI00000022a,PYK2,PTK2B,100,1000
AKI00000022a,QSK,KIAA0999,100,1000
AKI00000022a,RAF1,RAF1,100,1000
AKI00000022a,RET,RET,100,1000
AKI00000022a,RET(M918T),RET,99,1000
AKI00000022a,RET(V804L),RET,91,1000
AKI00000022a,RET(V804M),RET,100,1000
AKI00000022a,RIOK1,RIOK1,77,1000
AKI00000022a,RIOK2,RIOK2,100,1000
AKI00000022a,RIOK3,RIOK3,71,1000
AKI00000022a,RIPK1,RIPK1,97,1000
AKI00000022a,RIPK2,RIPK2,100,1000
AKI00000022a,RIPK4,RIPK4,47,1000
AKI00000022a,RIPK5,DSTYK,100,1000
AKI00000022a,ROCK1,ROCK1,0.1,1000
AKI00000022a,ROCK2,ROCK2,0.1,1000
AKI00000022a,ROS1,ROS1,100,1000
AKI00000022a,RPS6KA4(Kin.Dom.1-N-terminal),RPS6KA4,100,1000
AKI00000022a,RPS6KA4(Kin.Dom.2-C-terminal),RPS6KA4,89,1000
AKI00000022a,RPS6KA5(Kin.Dom.1-N-terminal),RPS6KA5,100,1000
AKI00000022a,RPS6KA5(Kin.Dom.2-C-terminal),RPS6KA5,100,1000
AKI00000022a,RSK1(Kin.Dom.1-N-terminal),RPS6KA1,100,1000
AKI00000022a,RSK1(Kin.Dom.2-C-terminal),RPS6KA1,90,1000
AKI00000022a,RSK2(Kin.Dom.1-N-terminal),RPS6KA3,97,1000
AKI00000022a,RSK2(Kin.Dom.2-C-terminal),RPS6KA3,100,1000
AKI00000022a,RSK3(Kin.Dom.1-N-terminal),RPS6KA2,100,1000
AKI00000022a,RSK3(Kin.Dom.2-C-terminal),RPS6KA2,93,1000
AKI00000022a,RSK4(Kin.Dom.1-N-terminal),RPS6KA6,76,1000
AKI00000022a,RSK4(Kin.Dom.2-C-terminal),RPS6KA6,90,1000
AKI00000022a,S6K1,RPS6KB1,78,1000
AKI00000022a,SBK1,SBK1,94,1000
AKI00000022a,SGK,SGK1,99,1000
AKI00000022a,SgK110,SgK110,100,1000
AKI00000022a,SGK2,SGK2,100,1000
AKI00000022a,SGK3,SGK3,77,1000
AKI00000022a,SIK,SIK1,100,1000
AKI00000022a,SIK2,SIK2,100,1000
AKI00000022a,SLK,SLK,96,1000
AKI00000022a,SNARK,NUAK2,85,1000
AKI00000022a,SNRK,SNRK,92,1000
AKI00000022a,SRC,SRC,100,1000
AKI00000022a,SRMS,SRMS,83,1000
AKI00000022a,SRPK1,SRPK1,84,1000
AKI00000022a,SRPK2,SRPK2,100,1000
AKI00000022a,SRPK3,SRPK3,73,1000
AKI00000022a,STK16,STK16,91,1000
AKI00000022a,STK33,STK33,100,1000
AKI00000022a,STK35,STK35,100,1000
AKI00000022a,STK36,STK36,70,1000
AKI00000022a,STK39,STK39,85,1000
AKI00000022a,SYK,SYK,86,1000
AKI00000022a,TAK1,MAP3K7,88,1000
AKI00000022a,TAOK1,TAOK1,71,1000
AKI00000022a,TAOK2,TAOK2,82,1000
AKI00000022a,TAOK3,TAOK3,100,1000
AKI00000022a,TBK1,TBK1,80,1000
AKI00000022a,TEC,TEC,94,1000
AKI00000022a,TESK1,TESK1,100,1000
AKI00000022a,TGFBR1,TGFBR1,100,1000
AKI00000022a,TGFBR2,TGFBR2,92,1000
AKI00000022a,TIE1,TIE1,100,1000
AKI00000022a,TIE2,TEK,100,1000
AKI00000022a,TLK1,TLK1,92,1000
AKI00000022a,TLK2,TLK2,100,1000
AKI00000022a,TNIK,TNIK,95,1000
AKI00000022a,TNK1,TNK1,100,1000
AKI00000022a,TNK2,TNK2,91,1000
AKI00000022a,TNNI3K,TNNI3K,100,1000
AKI00000022a,TRKA,NTRK1,100,1000
AKI00000022a,TRKB,NTRK2,100,1000
AKI00000022a,TRKC,NTRK3,75,1000
AKI00000022a,TRPM6,TRPM6,100,1000
AKI00000022a,TSSK1B,TSSK1B,100,1000
AKI00000022a,TSSK3,TSSK3,100,1000
AKI00000022a,TTK,TTK,100,1000
AKI00000022a,TXK,TXK,96,1000
AKI00000022a,TYK2(JH1domain-catalytic),TYK2,98,1000
AKI00000022a,TYK2(JH2domain-pseudokinase),TYK2,88,1000
AKI00000022a,TYRO3,TYRO3,84,1000
AKI00000022a,ULK1,ULK1,79,1000
AKI00000022a,ULK2,ULK2,92,1000
AKI00000022a,ULK3,ULK3,72,1000
AKI00000022a,VEGFR2,KDR,100,1000
AKI00000022a,VPS34,PIK3C3,68,1000
AKI00000022a,VRK2,VRK2,100,1000
AKI00000022a,WEE1,WEE1,100,1000
